length,target,predicted,match,margin,error_type,top5_scores
4,/2+0,/0+2,0,0.000000,STRUCTURAL_CONFUSION,/0+2:1.0000;/20+:1.0000;/+02:1.0000;/02+:1.0000;2/0+:1.0000
4,6/2O,6/O2,0,0.000000,STRUCTURAL_CONFUSION,6/O2:1.0000;6O/2:1.0000;/62O:1.0000;/6O2:1.0000;/26O:1.0000
4,R*Z3,RZ*3,0,0.000000,STRUCTURAL_CONFUSION,RZ*3:1.0000;*ZR3:1.0000;*3ZR:1.0000;Z*R3:1.0000;Z3*R:1.0000
4,-Z7T,Z7-T,0,0.000000,STRUCTURAL_CONFUSION,Z7-T:1.0000;7-ZT:1.0000;ZT-7:1.0000;TZ-7:1.0000;-Z7T:1.0000
4,+Z3#,Z3#+,0,0.000000,STRUCTURAL_CONFUSION,Z3#+:1.0000;3Z#+:1.0000;3#Z+:1.0000;#Z3+:1.0000;#3Z+:1.0000
4,Y6/X,Y6X/,0,0.000000,STRUCTURAL_CONFUSION,Y6X/:1.0000;Y/X6:1.0000;YX6/:1.0000;YX/6:1.0000;6YX/:1.0000
4,O/H*,O*H/,0,0.000000,STRUCTURAL_CONFUSION,O*H/:1.0000;*HO/:1.0000;O/H*:1.0000;O/*H:1.0000;OH/*:1.0000
4,J*W*,J*W*,1,0.000000,NONE,J*W*:1.0000;*JW*:1.0000;*W*J:1.0000;**WJ:1.0000;WJ**:1.0000
4,#O+3,3#O+,0,0.000000,STRUCTURAL_CONFUSION,3#O+:1.0000;#O+3:1.0000;#O3+:1.0000;#+O3:1.0000;#+3O:1.0000
4,5*Z7,5*7Z,0,0.000000,STRUCTURAL_CONFUSION,5*7Z:1.0000;*57Z:1.0000;5*Z7:1.0000;5Z*7:1.0000;57*Z:1.0000
4,6/P=,6/=P,0,0.000000,STRUCTURAL_CONFUSION,6/=P:1.0000;6P=/:1.0000;6=/P:1.0000;/6P=:1.0000;/6=P:1.0000
4,L+P0,P+L0,0,0.000000,STRUCTURAL_CONFUSION,P+L0:1.0000;+PL0:1.0000;+0PL:1.0000;P0+L:1.0000;0+PL:1.0000
4,T#M0,T#M0,1,0.000000,NONE,T#M0:1.0000;TM#0:1.0000;TM0#:1.0000;T0M#:1.0000;#TM0:1.0000
4,1#5N,15N#,0,0.000000,STRUCTURAL_CONFUSION,15N#:1.0000;#N51:1.0000;51N#:1.0000;5N1#:1.0000;N51#:1.0000
4,H8C*,C*8H,0,0.000000,STRUCTURAL_CONFUSION,C*8H:1.0000;*C8H:1.0000;H8*C:1.0000;H*8C:1.0000;H*C8:1.0000
4,4-4K,4-K4,0,0.000000,STRUCTURAL_CONFUSION,4-K4:1.0000;44K-:1.0000;4K-4:1.0000;4K4-:1.0000;K4-4:1.0000
4,B2J3,2JB3,0,0.000000,STRUCTURAL_CONFUSION,2JB3:1.0000;J2B3:1.0000;B2J3:1.0000;BJ23:1.0000;B32J:1.0000
4,*8/A,*A8/,0,0.000000,STRUCTURAL_CONFUSION,*A8/:1.0000;A*8/:1.0000;*8/A:1.0000;*8A/:1.0000;8*/A:1.0000
4,2K8=,2K=8,0,0.000000,STRUCTURAL_CONFUSION,2K=8:1.0000;2=K8:1.0000;K2=8:1.0000;K=28:1.0000;=2K8:1.0000
4,8B+7,8B7+,0,0.000000,STRUCTURAL_CONFUSION,8B7+:1.0000;B87+:1.0000;87B+:1.0000;B78+:1.0000;B7+8:1.0000
4,V=H4,=H4V,0,0.000000,STRUCTURAL_CONFUSION,=H4V:1.0000;=4HV:1.0000;H=4V:1.0000;H4=V:1.0000;4=HV:1.0000
4,F*A#,F*A#,1,0.000000,NONE,F*A#:1.0000;F*#A:1.0000;FA*#:1.0000;FA#*:1.0000;F#*A:1.0000
4,V1G9,V1G9,1,0.000000,NONE,V1G9:1.0000;VG91:1.0000;1VG9:1.0000;19VG:1.0000;GV91:1.0000
4,#3/M,#3M/,0,0.000000,STRUCTURAL_CONFUSION,#3M/:1.0000;#/M3:1.0000;#M3/:1.0000;#M/3:1.0000;3#M/:1.0000
4,L/K7,L/K7,1,0.000000,NONE,L/K7:1.0000;/LK7:1.0000;L/7K:1.0000;LK/7:1.0000;LK7/:1.0000
4,3=7*,37*=,0,0.000000,STRUCTURAL_CONFUSION,37*=:1.0000;3*7=:1.0000;=7*3:1.0000;7=*3:1.0000;7*3=:1.0000
4,+F+0,+F+0,1,0.000000,NONE,+F+0:1.0000;++F0:1.0000;+0F+:1.0000;+0+F:1.0000;F++0:1.0000
4,Y#6=,Y#6=,1,0.000000,NONE,Y#6=:1.0000;Y#=6:1.0000;Y6#=:1.0000;Y=#6:1.0000;Y=6#:1.0000
4,+5#I,+5#I,1,0.000000,NONE,+5#I:1.0000;+5I#:1.0000;+#5I:1.0000;+#I5:1.0000;+I#5:1.0000
4,#X7/,#X7/,1,0.000000,NONE,#X7/:1.0000;X#7/:1.0000;#7X/:1.0000;#7/X:1.0000;#/7X:1.0000
4,=G9M,=GM9,0,0.000000,STRUCTURAL_CONFUSION,=GM9:1.0000;=9MG:1.0000;GM9=:1.0000;9=GM:1.0000;9=MG:1.0000
4,D7K/,D7/K,0,0.000000,STRUCTURAL_CONFUSION,D7/K:1.0000;D/7K:1.0000;7D/K:1.0000;/D7K:1.0000;D7K/:1.0000
4,W=6=,==W6,0,0.000000,STRUCTURAL_CONFUSION,==W6:1.0000;W==6:1.0000;=W=6:1.0000;W6==:1.0000;==6W:1.0000
4,C5B/,5/BC,0,0.000000,STRUCTURAL_CONFUSION,5/BC:1.0000;B5/C:1.0000;B/5C:1.0000;/5BC:1.0000;/B5C:1.0000
4,3C-A,3CA-,0,0.000000,STRUCTURAL_CONFUSION,3CA-:1.0000;C3A-:1.0000;3AC-:1.0000;C-A3:1.0000;CA3-:1.0000
4,2#N7,2#7N,0,0.000000,STRUCTURAL_CONFUSION,2#7N:1.0000;27#N:1.0000;27N#:1.0000;#27N:1.0000;#N27:1.0000
4,5=F/,5F/=,0,0.000000,STRUCTURAL_CONFUSION,5F/=:1.0000;/5F=:1.0000;5/=F:1.0000;5/F=:1.0000;F5/=:1.0000
4,6D1I,6ID1,0,0.000000,STRUCTURAL_CONFUSION,6ID1:1.0000;6I1D:1.0000;1I6D:1.0000;I6D1:1.0000;I61D:1.0000
4,7C8C,C7C8,0,0.000000,STRUCTURAL_CONFUSION,C7C8:1.0000;CC78:1.0000;87CC:1.0000;7CC8:1.0000;C87C:1.0000
4,5W7T,W7T5,0,0.000000,STRUCTURAL_CONFUSION,W7T5:1.0000;7WT5:1.0000;5W7T:1.0000;57WT:1.0000;57TW:1.0000
4,#3=C,#3=C,1,0.000000,NONE,#3=C:1.0000;#=3C:1.0000;#C=3:1.0000;3#=C:1.0000;3C#=:1.0000
4,=4#H,=#H4,0,0.000000,STRUCTURAL_CONFUSION,=#H4:1.0000;#=H4:1.0000;#H=4:1.0000;H#=4:1.0000;=4H#:1.0000
4,B+R6,B+R6,1,0.000000,NONE,B+R6:1.0000;B+6R:1.0000;B6+R:1.0000;+BR6:1.0000;+RB6:1.0000
4,#5+1,#5+1,1,0.000000,NONE,#5+1:1.0000;#+51:1.0000;#1+5:1.0000;5#+1:1.0000;5+#1:1.0000
4,V3D=,VD=3,0,0.000000,STRUCTURAL_CONFUSION,VD=3:1.0000;V3D=:1.0000;V3=D:1.0000;VD3=:1.0000;V=D3:1.0000
4,P7+X,7+PX,0,0.000000,STRUCTURAL_CONFUSION,7+PX:1.0000;7X+P:1.0000;+7PX:1.0000;X7+P:1.0000;P7X+:1.0000
4,1+2/,12/+,0,0.000000,STRUCTURAL_CONFUSION,12/+:1.0000;21/+:1.0000;2/1+:1.0000;1+/2:1.0000;12+/:1.0000
4,N3=4,N3=4,1,0.000000,NONE,N3=4:1.0000;N=34:1.0000;3N=4:1.0000;=N34:1.0000;N34=:1.0000
4,R7K1,R7K1,1,0.000000,NONE,R7K1:1.0000;RK71:1.0000;7KR1:1.0000;71RK:1.0000;KR71:1.0000
4,E#K=,E=#K,0,0.000000,STRUCTURAL_CONFUSION,E=#K:1.0000;#E=K:1.0000;#=EK:1.0000;=E#K:1.0000;E#K=:1.0000
4,#0=1,#01=,0,0.000000,STRUCTURAL_CONFUSION,#01=:1.0000;#10=:1.0000;0#1=:1.0000;01#=:1.0000;01=#:1.0000
4,N+9=,N9=+,0,0.000000,STRUCTURAL_CONFUSION,N9=+:1.0000;9N=+:1.0000;N+=9:1.0000;N9+=:1.0000;N=+9:1.0000
4,Z1-H,Z1H-,0,0.000000,STRUCTURAL_CONFUSION,Z1H-:1.0000;ZH1-:1.0000;1-ZH:1.0000;1HZ-:1.0000;-1ZH:1.0000
4,7N0/,7N/0,0,0.000000,STRUCTURAL_CONFUSION,7N/0:1.0000;7/N0:1.0000;N07/:1.0000;N/07:1.0000;0N7/:1.0000
4,*3N/,*3N/,1,0.000000,NONE,*3N/:1.0000;*N/3:1.0000;*/N3:1.0000;3*N/:1.0000;3N/*:1.0000
4,1*H=,1*H=,1,0.000000,NONE,1*H=:1.0000;1*=H:1.0000;1H=*:1.0000;1=H*:1.0000;*1H=:1.0000
4,B4V=,B4=V,0,0.000000,STRUCTURAL_CONFUSION,B4=V:1.0000;4B=V:1.0000;BV=4:1.0000;B=4V:1.0000;B=V4:1.0000
4,6+1S,6+S1,0,0.000000,STRUCTURAL_CONFUSION,6+S1:1.0000;+6S1:1.0000;6+1S:1.0000;61+S:1.0000;61S+:1.0000
4,1/0-,1/0-,1,0.000000,NONE,1/0-:1.0000;1/-0:1.0000;10-/:1.0000;1-0/:1.0000;/10-:1.0000
4,C7W/,C7W/,1,0.000000,NONE,C7W/:1.0000;7CW/:1.0000;WC7/:1.0000;W7C/:1.0000;CW7/:1.0000
4,=7O#,O#7=,0,0.000000,STRUCTURAL_CONFUSION,O#7=:1.0000;#O7=:1.0000;=7O#:1.0000;=7#O:1.0000;=O7#:1.0000
4,/4-8,/-84,0,0.000000,STRUCTURAL_CONFUSION,/-84:1.0000;/4-8:1.0000;/48-:1.0000;/-48:1.0000;/84-:1.0000
4,Z1H4,Z1H4,1,0.000000,NONE,Z1H4:1.0000;Z14H:1.0000;ZH14:1.0000;ZH41:1.0000;Z41H:1.0000
4,4U/Y,U/Y4,0,0.000000,STRUCTURAL_CONFUSION,U/Y4:1.0000;/YU4:1.0000;Y/U4:1.0000;4UY/:1.0000;U4Y/:1.0000
4,=S/5,/5S=,0,0.000000,STRUCTURAL_CONFUSION,/5S=:1.0000;5/S=:1.0000;=S/5:1.0000;=5/S:1.0000;S=/5:1.0000
