stage_id,vector_dimension,num_samples,exact_match_rate,static_rate,dynamic_rate,causal_rate,false_static_count,avg_margin,min_margin
stage2,1024,15000,0.9979,0.0251,0.9749,0.0000,0,1.0000,1.0000
